Gene,basal_avg,basal_down,basal_up,her2_avg,her2_down,her2_up,lumA_avg,lumA_down,lumA_up,lumB_avg,lumB_down,lumB_up
TMEM9B,-0.10157117,-0.315519396,0.112377055,-0.470241958,-0.945925978,0.005442062,0.094691068,-0.126625471,0.316007607,0.206451171,0.01793509,0.394967252
TMF1,-0.740501245,-0.852799665,-0.628202825,-0.254753106,-0.564695092,0.055188881,0.477181962,0.26279129,0.691572634,0.225453106,0.034644688,0.416261525
TMLHE,0.100539182,-0.213499767,0.41457813,-0.118226805,-0.37880595,0.142352341,0.193177772,-0.014517647,0.40087319,-0.201419682,-0.359819537,-0.043019826
TMOD1,0.700761305,0.469381192,0.932141417,-0.255220712,-0.468084649,-0.042356776,0.01030462,-0.209425322,0.230034562,-0.407835884,-0.581203898,-0.23446787
TMOD2,0.561315002,0.306315996,0.816314008,-0.59745168,-0.900159316,-0.294744043,0.257198572,0.075078745,0.439318398,-0.368742376,-0.525039946,-0.212444806
TMOD3,-0.101059412,-0.366814514,0.164695689,0.108468494,-0.19103177,0.407968758,0.098107836,-0.122223,0.318438672,-0.072459697,-0.254594478,0.109675084
TMOD4,0.438196885,0.170654885,0.705738884,-0.662910867,-1.070413434,-0.255408299,0.540825679,0.265177395,0.816473963,-0.614010322,-0.904441378,-0.323579266
TMPO,0.046016093,-0.162134336,0.254166522,-0.211316733,-0.48509858,0.062465114,-0.261313522,-0.44242124,-0.080205804,0.321571755,0.078461338,0.564682173
TMPRSS11B,0.464899746,0.056434763,0.873364729,-0.347150866,-0.643780876,-0.050520857,-0.085708412,-0.337659495,0.16624267,0.02639856,-0.197851507,0.250648627
TMPRSS13,0.083212004,-0.219469115,0.385893124,-0.383844112,-0.854569818,0.086881595,0.168023613,-0.129924809,0.465972034,-0.017593302,-0.272043101,0.236856497
TMPRSS15,-0.159602643,-0.414278575,0.09507329,-0.378169384,-0.715062401,-0.041276367,0.297382638,0.039405691,0.555359585,0.0612869,-0.238152748,0.360726548
TMSB10,0.170378815,-0.048015597,0.388773227,0.134474309,-0.105851495,0.374800112,-0.352502559,-0.540363627,-0.164641491,0.142793687,-0.101105319,0.386692694
TMSB4X,0.282434938,0.02972976,0.535140116,-0.484044616,-0.648390672,-0.319698559,0.088823408,-0.127659069,0.305305885,-0.054926328,-0.270610153,0.160757497
TMTC2,-0.016351048,-0.351715376,0.31901328,0.226209892,-0.012942403,0.465362188,-0.020472859,-0.271839292,0.230893573,-0.124754587,-0.403529957,0.154020783
TMTC3,-0.046088264,-0.230859803,0.138683276,0.022212608,-0.378641825,0.42306704,-0.24990503,-0.424792302,-0.075017758,0.262952214,0.042912825,0.482991603
TMUB1,-0.155770885,-0.47603858,0.164496811,0.118724549,-0.345429689,0.582878786,-0.113518405,-0.460515634,0.233478825,0.181578965,-0.043415526,0.406573456
TMUB2,0.284363054,0.05207008,0.516656027,0.309448434,-0.020908375,0.639805243,-0.132525869,-0.489223376,0.224171637,-0.220351809,-0.505786801,0.065083182
TMX1,0.130382631,-0.0405972,0.301362462,-0.05822733,-0.434988016,0.318533357,-0.089889629,-0.270600148,0.090820891,0.017470919,-0.224251525,0.259193363
TMX2,0.31531031,0.091228995,0.539391624,0.583671419,0.21238155,0.954961289,-0.440043987,-0.644981729,-0.235106245,-0.106609621,-0.251461751,0.038242509
TMX3,0.458171718,0.265722674,0.650620761,0.152058822,-0.244118835,0.548236479,-0.252556045,-0.449701436,-0.055410655,-0.177625322,-0.36316137,0.007910726
TMX4,0.383290487,0.161768288,0.604812686,0.199875277,-0.129593235,0.529343789,-0.08513649,-0.274536189,0.104263209,-0.305816368,-0.514195918,-0.097436817
TNC,0.26447175,0.037801903,0.491141597,-0.079433008,-0.36020261,0.201336595,0.12151444,-0.144339782,0.387368662,-0.275088647,-0.420167172,-0.130010122
TNFAIP1,0.107561161,-0.075105401,0.290227723,0.367263782,0.098512028,0.636015536,-0.16437405,-0.361980922,0.033232822,-0.10677763,-0.357772775,0.144217514
TNFAIP2,0.486555917,0.142380225,0.830731609,-0.187280922,-0.344289433,-0.030272412,-0.087371633,-0.303393872,0.128650605,-0.187545328,-0.309303904,-0.065786751
TNFAIP3,0.83561866,0.595754888,1.075482432,-0.518441905,-0.877715235,-0.159168575,-0.137137595,-0.338853079,0.064577888,-0.173670913,-0.291632749,-0.055709078
TNFAIP6,-0.142457457,-0.290987531,0.006072617,0.027437701,-0.229228728,0.28410413,0.11029963,-0.139254844,0.359854103,-0.012579569,-0.243296398,0.218137259
TNFAIP8,0.552421411,0.347293486,0.757549335,-0.197515095,-0.594567694,0.199537504,-0.263177408,-0.451497366,-0.074857451,-0.063346827,-0.242509872,0.115816218
TNFAIP8L1,0.191179168,-0.071013292,0.453371627,-0.154082229,-0.501702869,0.193538412,0.148157284,-0.005108572,0.30142314,-0.21634779,-0.485781783,0.053086202
TNFAIP8L2,0.330187233,0.105661212,0.554713255,-0.407954223,-0.840374914,0.024466468,-0.173347804,-0.358695245,0.011999637,0.122461666,-0.039601637,0.284524968
TNFAIP8L3,0.012888086,-0.213992109,0.239768282,-0.713168106,-1.039924717,-0.386411494,0.641213279,0.435374719,0.847051839,-0.299217519,-0.459489003,-0.138946035
TNFRSF11B,0.195725694,-0.165490905,0.556942293,-0.275520302,-0.581698859,0.030658254,-0.278866423,-0.57202027,0.014287424,0.355022854,0.051454851,0.658590858
TNFSF10,-0.12551378,-0.358976169,0.10794861,-0.045695883,-0.48582523,0.394433465,0.15698623,-0.009181574,0.323154034,-0.033548357,-0.232294102,0.165197388
TNFSF12-TNFSF13,0.190349196,0.008044067,0.372654325,-0.682023845,-1.006742473,-0.357305217,0.259425393,0.056325151,0.462525635,-0.050365976,-0.259731971,0.159000018
TNIK,0.131488869,-0.068799396,0.331777135,0.068067882,-0.272264298,0.408400063,0.150764591,-0.001635212,0.303164393,-0.277133326,-0.528760605,-0.025506047
TNIP1,-0.047373234,-0.240448357,0.145701889,-0.597689456,-0.86344251,-0.331936402,0.089073531,-0.135240298,0.313387361,0.249012519,0.036998458,0.461026581
TNIP2,0.31318451,0.10966658,0.51670244,-0.865229603,-1.190840109,-0.539619096,0.176115914,-0.007903727,0.360135556,0.028948667,-0.169384084,0.227281419
TNIP3,-0.112487658,-0.350125539,0.125150222,-0.255745087,-0.630131522,0.118641348,0.192934967,-0.039958083,0.425828017,0.032090575,-0.175891805,0.240072955
TNK1,-0.382464793,-0.573184269,-0.191745317,-0.140258685,-0.376259363,0.095741992,0.171346149,-0.055901334,0.398593631,0.151265857,-0.085006268,0.387537982
TNK2,-0.205273466,-0.3525509,-0.057996032,-0.936315471,-1.328501243,-0.544129699,0.202363758,-0.020736531,0.425464046,0.442943348,0.282045846,0.60384085
TNKS,-0.00090909,-0.213585315,0.211767136,0.106613465,-0.362249109,0.57547604,-0.244963197,-0.41334922,-0.076577173,0.178189064,-0.038656069,0.395034197
TNKS1BP1,0.067881365,-0.129876157,0.265638887,0.337909919,-0.053888766,0.729708604,-0.107921394,-0.272486308,0.056643521,-0.116441314,-0.345729749,0.112847121
TNKS2,0.504677091,0.184267685,0.825086498,0.076622222,-0.266147226,0.419391669,-0.234520675,-0.371121607,-0.097919744,-0.282706937,-0.495500593,-0.069913281
TNN,-0.38204548,-0.544600434,-0.219490525,0.312663328,0.097201296,0.528125359,0.187044046,-0.075969197,0.450057288,-0.049048098,-0.253706122,0.155609927
TNNC2,0.411873994,0.311199461,0.512548527,-0.237079418,-0.494677566,0.020518729,0.045449461,-0.221552492,0.312451415,-0.23392152,-0.442340097,-0.025502944
TNNI2,0.216506618,-0.017827508,0.450840744,-0.058534785,-0.331643957,0.214574386,0.083124604,-0.147010376,0.313259583,-0.2245373,-0.485558103,0.036483502
TNNI3,-0.039303884,-0.353950664,0.275342897,-0.079742776,-0.347115317,0.187629764,0.255015142,0.080276716,0.429753569,-0.187697718,-0.455467579,0.080072144
TNPO1,-0.562675381,-0.804119756,-0.321231006,-0.031818044,-0.238944028,0.175307939,0.44392826,0.283295528,0.604560992,0.012484309,-0.221398272,0.246366889
TNPO2,0.063445038,-0.167641023,0.294531098,-0.248430238,-0.505952863,0.009092388,0.243750244,0.02488828,0.462612208,-0.156962643,-0.369337212,0.055411926
TNPO3,0.45809227,0.15155348,0.76463106,-0.340534845,-0.606741685,-0.074328004,-0.381225591,-0.575092417,-0.187358766,0.192039412,0.054266004,0.329812819
TNR,0.096928947,-0.354442517,0.54830041,-0.15037187,-0.630756492,0.330012753,-0.41129436,-0.883528982,0.060940262,0.367807631,0.166675188,0.568940073
TNRC18,0.151670206,0.024908699,0.278431714,-0.36146892,-0.713057911,-0.00987993,-0.057105541,-0.298379039,0.184167958,0.121707948,-0.086361432,0.329777329
TNRC6A,0.364393871,0.151585159,0.577202583,-0.507346253,-0.919881739,-0.094810766,-0.135876833,-0.352232883,0.080479216,0.0852333,-0.088797078,0.259263677
TNRC6B,0.512391342,0.278599863,0.74618282,-0.120407227,-0.466809125,0.225994671,-0.341204244,-0.49101421,-0.191394277,0.002897507,-0.212040322,0.217835337
TNRC6C,-0.325764801,-0.534025751,-0.117503852,-0.415760642,-0.737459168,-0.094062115,0.105508813,-0.092045465,0.303063092,0.351091309,0.14643359,0.555749028
TNS1,0.164468438,-0.135099708,0.464036584,-0.189484599,-0.451104243,0.072135044,0.348596332,0.124762638,0.572430025,-0.362680514,-0.485181281,-0.240179746
TNS2,0.089980452,-0.193696837,0.373657741,-0.457423297,-0.671154994,-0.2436916,0.533982399,0.317268756,0.750696041,-0.350506822,-0.487886297,-0.213127348
TNS3,0.185475575,-0.086148545,0.457099696,-0.088615067,-0.319672109,0.142441975,0.089877102,-0.151225341,0.330979545,-0.180931371,-0.352652219,-0.009210523
TNS4,0.182246794,-0.112549198,0.477042786,0.359912993,-0.472446149,1.192272134,-0.346167734,-0.60072416,-0.091611307,0.128702439,-0.197165987,0.454570865
TNXB,-0.032117954,-0.276586303,0.212350395,-0.145151059,-0.426506746,0.136204628,0.370690808,0.113803869,0.627577747,-0.258581363,-0.392059925,-0.1251028
TOE1,0.431197062,0.221070098,0.641324026,-0.235020858,-0.549273465,0.079231748,-0.305524244,-0.484342793,-0.126705694,0.086906699,-0.138056208,0.311869607
TOGARAM1,0.266629154,-0.151730323,0.684988631,0.042151122,-0.214964173,0.299266418,-0.085083789,-0.337616948,0.16744937,-0.091362083,-0.406621616,0.223897449
TOLLIP,-0.464034047,-0.719653091,-0.208415004,-0.39299135,-0.711929436,-0.074053264,0.56876055,0.387032757,0.750488344,-0.000540984,-0.158071139,0.156989171
TOM1,0.589078023,0.395517984,0.782638063,0.207111194,-0.130979206,0.545201595,-0.318299742,-0.541517949,-0.095081536,-0.240326861,-0.403835509,-0.076818214
TOM1L1,-0.900914253,-1.047139449,-0.754689056,0.007685487,-0.270307355,0.285678328,0.553645313,0.326070757,0.781219869,0.141266188,-0.005628288,0.288160663
TOM1L2,-0.570109884,-0.749064315,-0.391155454,0.305269779,-0.007304918,0.617844476,0.35906892,0.152783018,0.565354823,-0.069160192,-0.272049065,0.133728682
TOMM20,0.381701364,0.147267536,0.616135192,0.016833752,-0.180980408,0.214647912,-0.30704561,-0.553653273,-0.060437948,-0.000440856,-0.188153999,0.187272287
TOMM22,0.162618061,-0.08364159,0.408877713,0.161289665,-0.000960213,0.323539543,-0.36884422,-0.614319808,-0.123368632,0.150867333,-0.039545594,0.34128026
TOMM34,-0.039112338,-0.270463975,0.192239298,0.034031513,-0.389604576,0.457667601,-0.173815958,-0.306614649,-0.041017267,0.178892124,-0.040230567,0.398014815
TOMM40,-0.028940501,-0.267482521,0.20960152,-0.206723357,-0.608574157,0.195127443,-0.083032199,-0.300556267,0.134491869,0.204639578,0.053327542,0.355951615
TOMM5,0.402405741,0.187031432,0.617780049,-0.195084737,-0.590254221,0.200084747,-0.320962664,-0.514714934,-0.127210394,0.103327283,-0.073196084,0.279850649
TOMM6,0.344208621,0.133204276,0.555212965,-0.376893235,-0.650936335,-0.102850134,-0.327298417,-0.527779055,-0.126817779,0.243951135,0.02945771,0.458444559
TOMM7,0.262360048,0.029258528,0.495461569,-0.008707165,-0.294309373,0.276895042,-0.146929569,-0.382822409,0.088963271,-0.019362085,-0.341358878,0.302634708
TOMM70,-0.11400724,-0.35510784,0.127093361,-0.302745565,-0.605845501,0.000354371,0.006803418,-0.202463616,0.216070451,0.23035827,0.029283041,0.431433499
TONSL,0.416374565,0.227958517,0.604790613,-0.691737386,-1.018668162,-0.36480661,-0.489581664,-0.638774653,-0.340388674,0.502770197,0.310891776,0.694648618
TOP1,0.182990699,-0.038665402,0.4046468,0.152371681,-0.2198145,0.524557863,-0.367680855,-0.526309045,-0.209052665,0.138931954,-0.080150574,0.358014483
TOP1MT,0.078315926,-0.139873945,0.296505796,0.326126674,0.05194052,0.600312829,-0.304184131,-0.494265606,-0.114102657,0.069709511,-0.165717436,0.305136459
TOP2A,0.173344312,-0.0144083,0.361096924,0.354228226,-0.035787732,0.744244183,-0.514881721,-0.631238487,-0.398524955,0.186305969,-0.048008652,0.420620589
TOP2B,0.000641694,-0.229168908,0.230452297,0.590407195,0.26432604,0.91648835,0.035111132,-0.146773414,0.216995678,-0.329333036,-0.53456342,-0.124102652
TOP3A,0.292451391,0.179609494,0.405293288,-0.100101868,-0.535612597,0.335408861,-0.22371003,-0.419248841,-0.028171219,0.04510117,-0.171344398,0.261546738
TOP3B,0.326209143,0.098539384,0.553878902,-0.147866214,-0.387715707,0.091983279,-0.108821869,-0.336768681,0.119124943,-0.066436126,-0.277959012,0.14508676
TOPAZ1,0.302102995,-0.608486527,1.212692517,0.33155363,0.123056815,0.540050444,-0.371534818,-0.603051741,-0.140017895,0.141528009,-0.339485794,0.622541811
TOPBP1,0.686759188,0.465831547,0.90768683,-0.449983958,-0.649858335,-0.25010958,-0.539196482,-0.713041185,-0.365351779,0.22665255,0.024044263,0.429260836
TOPORS,0.548765405,0.045635954,1.051894855,0.136949595,-0.195473866,0.469373055,-0.135053838,-0.450097023,0.179989347,-0.724227424,-1.263750154,-0.184704694
TOR1A,-0.26515913,-0.47636488,-0.05395338,-0.018595687,-0.393596057,0.356404683,0.075596437,-0.123654931,0.274847805,0.135720606,-0.067761108,0.33920232
TOR1AIP1,0.161895458,-0.014830036,0.338620951,-0.292971412,-0.685995128,0.100052304,0.304808603,0.108338936,0.501278269,-0.267044131,-0.467457569,-0.066630694
TOR1AIP2,-0.035375992,-0.188454365,0.117702381,-0.261056038,-0.753462881,0.231350806,0.021246126,-0.173622871,0.216115123,0.136699142,-0.040385716,0.313784
TOR1B,-0.293672467,-0.464198858,-0.123146076,-0.198578359,-0.529985875,0.132829157,-0.034381818,-0.209034866,0.140271229,0.352492772,0.107490555,0.597494989
TOR2A,-0.5266912,-0.717018784,-0.336363616,-0.269078416,-0.52343305,-0.014723782,0.009233755,-0.189307356,0.207774865,0.520708594,0.307646864,0.733770323
TOR3A,0.137422587,-0.134135234,0.408980408,0.619809816,0.380529533,0.859090099,-0.644738873,-0.821149787,-0.46832796,0.204902905,0.036732485,0.373073325
TOX,-0.133697758,-0.277762212,0.010366697,-0.0438921,-0.454562851,0.366778652,-0.277859833,-0.528625362,-0.027094305,0.396349332,0.217268424,0.57543024
TOX2,0.043378105,-0.169640701,0.256396911,-0.232123367,-0.704632411,0.240385676,-0.170134065,-0.308627577,-0.031640552,0.243099173,0.043256042,0.442942304
TOX3,-0.270816723,-0.411343113,-0.130290333,0.144533779,-0.306126451,0.595194009,-0.337678139,-0.505067802,-0.170288476,0.454453869,0.260240315,0.648667424
TOX4,-0.157878949,-0.366624482,0.050866584,0.364227346,0.10423263,0.624222062,-0.535658752,-0.669813856,-0.401503647,0.449635176,0.208320835,0.690949517
TP53,0.764163008,0.527409593,1.000916423,-0.061881032,-0.471989722,0.348227659,-0.487343043,-0.665452386,-0.309233699,-0.1221355,-0.293390746,0.049119746
TP53BP1,-0.714469391,-0.918694615,-0.510244167,-0.415153808,-0.643772493,-0.186535123,0.609317988,0.422697366,0.795938609,0.159499209,-0.027531541,0.346529959
TP53BP2,0.816678499,0.673495543,0.959861455,-0.251068755,-0.762416438,0.260278928,-0.318751205,-0.431037465,-0.206464944,-0.181504592,-0.340433635,-0.022575549
TP53I11,-0.306978975,-0.546226558,-0.067731392,0.132840758,-0.323019839,0.588701355,0.145253422,-0.062631682,0.353138525,0.00443402,-0.170948551,0.179816592
TP53I3,0.399226342,0.169319259,0.629133424,0.032216715,-0.149605655,0.214039085,0.078392622,-0.15944197,0.316227214,-0.390654377,-0.586417798,-0.194890955
TP53INP2,-0.433995557,-0.659113055,-0.20887806,-0.220773753,-0.517965939,0.076418433,0.186724095,-0.075995622,0.449443812,0.225757189,0.007784637,0.443729741
TP53RK,-0.441258316,-0.644924445,-0.237592186,-0.186660127,-0.410428387,0.037108134,0.547935401,0.356887825,0.738982976,-0.100830959,-0.326682013,0.125020096
TP63,0.062040571,-0.158465438,0.282546579,-0.345519061,-0.674983955,-0.016054167,0.243709007,0.019337312,0.468080702,-0.116418206,-0.319759896,0.086923484
TP73,-0.308808282,-0.584326834,-0.03328973,-0.383992203,-0.751234671,-0.016749734,0.539428994,0.375949704,0.702908284,-0.065140823,-0.291473811,0.161192165
TPBG,-0.473331182,-0.688774014,-0.257888349,-0.24843097,-0.659714559,0.162852619,0.342561725,0.143905645,0.541217804,0.150925552,0.000560747,0.301290356
TPCN1,-0.505303329,-0.637741024,-0.372865634,-0.172192136,-0.618731964,0.274347692,0.16530695,0.011587971,0.31902593,0.324244171,0.045114744,0.603373598
TPD52,-0.115392965,-0.347490922,0.116704993,0.153936059,-0.184404288,0.492276406,-0.416110034,-0.627808556,-0.204411512,0.40834881,0.247847316,0.568850303
TPD52L1,-0.093174963,-0.301098895,0.114748969,-0.354513405,-0.666379711,-0.042647099,-0.056758057,-0.241280803,0.127764688,0.301531063,0.069248507,0.533813619
TPD52L2,0.618062352,0.406101353,0.83002335,0.14483755,-0.178701519,0.468376619,-0.262473558,-0.467871647,-0.057075468,-0.284428379,-0.462143228,-0.10671353
TPGS1,-0.498148026,-0.916176725,-0.080119327,0.083013163,-0.175551542,0.341577867,0.184775492,-0.097815817,0.4673668,0.026806688,-0.247953907,0.301567284
TPH1,0.189256845,-0.019769605,0.398283295,0.083844526,-0.186910135,0.354599187,-0.094470996,-0.38517543,0.196233438,-0.077134792,-0.582067988,0.427798405
TPI1,0.009643985,-0.233324611,0.252612582,-0.504942717,-0.79929572,-0.210589713,0.405737792,0.189916775,0.621558809,-0.143593681,-0.31694204,0.029754677
TPK1,0.284348568,0.014059408,0.554637728,-0.004052384,-0.318904216,0.310799448,-0.081625695,-0.276013063,0.112761674,-0.13301061,-0.32527991,0.05925869
TPM1,0.31113072,-0.016722749,0.638984189,-0.322997188,-0.562687369,-0.083307008,0.203007466,-0.003677179,0.40969211,-0.266398267,-0.395946402,-0.136850133
TPM2,0.299812218,-0.002148634,0.60177307,-0.208092734,-0.468391224,0.052205755,0.178939315,-0.037654832,0.395533461,-0.292296306,-0.436587317,-0.148005295
TPM3,0.301401143,0.029286809,0.573515478,-0.472805917,-0.799119938,-0.146491895,0.074263255,-0.118463668,0.266990179,-0.060816852,-0.236092856,0.114459151
TPM4,0.198554273,-0.078016553,0.475125099,-0.225516772,-0.504937815,0.05390427,0.240413612,0.017182842,0.463644381,-0.266553697,-0.424197602,-0.108909791
TPMT,-0.071360231,-0.322170112,0.179449649,-0.162271282,-0.421719533,0.097176969,0.022934613,-0.195306714,0.24117594,0.11267681,-0.096014146,0.321367767
TPP1,-0.168211323,-0.413293153,0.076870506,-0.259999104,-0.470995251,-0.049002956,0.41329108,0.209246365,0.617335796,-0.139912574,-0.356764456,0.076939308
TPP2,0.095215269,-0.114243154,0.304673692,-0.122408323,-0.421075441,0.176258795,0.181940104,-0.029069237,0.392949445,-0.184566557,-0.407153146,0.038020033
TPPP,-0.325555859,-0.580474878,-0.070636839,-0.037821542,-0.377686246,0.302043162,0.020493476,-0.165440781,0.206427733,0.243438084,0.048307834,0.438568333
TPPP2,-0.309446523,-0.540026182,-0.078866863,-0.406600338,-0.748827055,-0.064373622,0.184747861,-0.041760453,0.411256176,0.253892871,0.059198902,0.44858684
TPPP3,-0.237206267,-0.438050686,-0.036361847,-0.143562644,-0.469304157,0.182178869,0.24680254,0.014317499,0.479287581,0.013166921,-0.180182827,0.206516669
TPR,0.166552352,-0.056282013,0.389386716,-0.600806267,-1.001966287,-0.199646247,0.022496585,-0.187590877,0.232584047,0.153929642,0.00154272,0.306316564
TPRG1,-0.310446742,-0.424090619,-0.196802865,-0.461775151,-0.600226609,-0.323323692,0.623175003,0.341085938,0.905264068,-0.152788202,-0.325113285,0.019536881
TPRG1L,0.055634026,-0.172641058,0.28390911,0.107899934,-0.163199627,0.378999494,0.063600313,-0.175206937,0.302407562,-0.156625786,-0.354528339,0.041276768
TPRKB,-0.544098432,-0.742908541,-0.345288323,0.304083986,0.010338117,0.597829855,0.345129421,0.194417224,0.495841618,-0.074717198,-0.318145354,0.168710958
TPRN,-0.16856404,-0.466065588,0.128937509,-0.270884938,-0.580813419,0.039043543,0.24969765,0.101534508,0.397860791,0.022571918,-0.182840976,0.227984811
TPSAB1,-0.39720387,-0.688881002,-0.105526737,-0.117010512,-0.310638647,0.076617623,0.519946783,0.320992376,0.71890119,-0.141874175,-0.313629035,0.029880684
TPSB2,-0.400382957,-0.688276074,-0.11248984,-0.154517582,-0.340728821,0.031693657,0.505270618,0.298137164,0.712404072,-0.106671667,-0.277105791,0.063762457
TPST1,0.143683988,-0.561118929,0.848486905,-0.035921067,-0.365496321,0.293654187,0.062061434,-0.210974012,0.335096879,-0.167029909,-0.468028641,0.133968824
TPST2,-0.512768934,-1.050591962,0.025054094,-0.52042879,-1.246752821,0.205895241,0.15573272,-0.18758875,0.49905419,0.452646118,0.251499759,0.653792477
TPT1,0.462223992,0.201938253,0.722509731,0.405029185,0.15461186,0.65544651,-0.476223317,-0.650280556,-0.302166078,-0.092801908,-0.289810659,0.104206844
TPTE,0.091433743,-0.17002993,0.352897416,0.023869677,-0.27787119,0.325610543,0.213132784,-0.017763414,0.444028982,-0.283901348,-0.460351669,-0.107451027
TPTE2,0.082711893,-0.153325948,0.318749733,-0.129529392,-0.431867276,0.172808491,0.25769321,0.003807737,0.511578684,-0.240043482,-0.405764957,-0.074322007
TPX2,0.515107867,0.251138543,0.779077191,-0.063999368,-0.268199304,0.140200567,-0.671153047,-0.826725607,-0.515580488,0.288857121,0.095024325,0.482689917
TRA2A,0.000818269,-0.182562274,0.184198812,-0.618439988,-1.047082506,-0.189797469,0.131092561,-0.068743075,0.330928196,0.182975921,0.0102862,0.355665643
TRA2B,0.323197774,0.146632292,0.499763256,-0.775608504,-1.173214339,-0.378002669,0.106335346,-0.095347935,0.308018628,0.043501215,-0.12994294,0.21694537
TRABD,0.402331436,0.17652176,0.628141111,-0.063976118,-0.419711366,0.29175913,-0.312241937,-0.498712076,-0.125771798,0.052162307,-0.161720251,0.266044864
TRADD,0.320993572,0.10813535,0.533851793,0.326172324,0.020606208,0.63173844,-0.457440786,-0.638496281,-0.276385292,0.034549413,-0.18352281,0.252621636
TRAF1,0.343582055,0.077899435,0.609264675,-0.022098273,-0.327823042,0.283626497,0.178102529,-0.030796267,0.387001324,-0.427719712,-0.593253867,-0.262185556
TRAF2,-0.842060476,-1.036177105,-0.647943847,0.003158579,-0.333510352,0.33982751,0.380272845,0.197901556,0.562644134,0.265537924,0.095834751,0.435241097
TRAF3,0.245335988,0.015221822,0.475450155,-0.664341837,-0.931092312,-0.397591362,0.246030328,-0.021851731,0.513912388,-0.007256441,-0.192907247,0.178394366
TRAF3IP1,-0.660656984,-0.844479912,-0.476834057,-0.506491119,-0.823725193,-0.189257045,0.608611961,0.443532553,0.773691369,0.165485169,-0.022347995,0.353318332
TRAF3IP2,-0.078870299,-0.227469736,0.069729139,0.039924131,-0.221945468,0.301793731,-0.12244919,-0.329089172,0.084190792,0.154590769,-0.12020676,0.429388297
TRAF3IP3,0.366988374,0.130587508,0.603389241,-0.02290386,-0.330849669,0.28504195,-0.366311422,-0.600818206,-0.131804638,0.081255091,-0.12734369,0.289853872
TRAF4,0.177935013,-0.036162967,0.392032992,0.311886253,-0.227809054,0.85158156,-0.388608441,-0.490683075,-0.286533806,0.083022036,-0.075536387,0.241580459
TRAF5,-0.436060558,-0.63678765,-0.235333465,-0.269545407,-0.611279458,0.072188645,0.104297723,-0.075853715,0.284449162,0.361866137,0.148430901,0.575301372
TRAF6,0.020083052,-0.276371268,0.316537373,0.401379108,0.16494415,0.637814066,-0.108365532,-0.281733305,0.065002242,-0.111901542,-0.324751732,0.100948648
TRAF7,0.334842362,0.114815508,0.554869215,0.155200789,-0.313173555,0.623575133,-0.300813393,-0.475134595,-0.126492191,-0.048542459,-0.230144507,0.133059589
TRAFD1,-0.293598912,-0.479131319,-0.108066505,-0.304419086,-0.732657379,0.123819206,0.01053602,-0.185163323,0.206235363,0.362311708,0.186490795,0.538132621
TRAM1,0.303767564,0.060009422,0.547525706,-0.068893339,-0.382432223,0.244645544,-0.381582397,-0.604565537,-0.158599257,0.189619643,0.005098952,0.374140334
TRANK1,-0.415749208,-0.640774694,-0.190723721,-0.427579463,-0.813480472,-0.041678453,0.214251395,0.000504924,0.427997866,0.298604886,0.133946823,0.463262948
TRAP1,-0.011071558,-0.26281626,0.240673145,-0.048172843,-0.265772057,0.169426372,-0.203828653,-0.454758888,0.047101583,0.227725882,0.050867295,0.404584469
TRAPPC1,-0.036349247,-0.229114211,0.156415718,-0.049043216,-0.299063584,0.200977151,-0.074187584,-0.304137576,0.155762409,0.122879978,-0.11056005,0.356320005
TRAPPC10,-0.147518252,-0.340774792,0.045738289,0.560020153,0.138362825,0.981677481,-0.214103282,-0.380088208,-0.048118356,0.035810924,-0.167964448,0.239586297
TRAPPC11,-0.433731163,-0.617993965,-0.249468362,-0.368098621,-0.654456082,-0.081741159,0.207783382,0.033516158,0.382050606,0.310221942,0.069056477,0.551387406
TRAPPC12,-0.246408738,-0.476280971,-0.016536505,-0.452575027,-0.690765388,-0.214384665,0.176534785,0.028581789,0.324487781,0.241914898,-0.015557094,0.49938689
TRAPPC13,-0.366948903,-0.511801543,-0.222096263,-0.242302919,-0.618589751,0.133983912,0.167594962,-0.026271755,0.361461679,0.235751299,0.011483254,0.460019344
TRAPPC14,-0.038011467,-0.203502328,0.127479394,-0.683665432,-1.014125438,-0.353205425,-0.151755904,-0.325326571,0.021814763,0.515774057,0.29703495,0.734513165
TRAPPC2,-0.106088001,-0.263976209,0.051800207,-0.117997716,-0.408868409,0.172872977,0.008549432,-0.242966857,0.26006572,0.130371653,-0.084200757,0.344944064
TRAPPC2L,-0.179587148,-0.372121026,0.01294673,-0.179990331,-0.466616623,0.106635961,-0.124256291,-0.36016692,0.111654338,0.343764472,0.141911751,0.545617192
TRAPPC3,-0.008002585,-0.179568708,0.163563538,-0.449326968,-0.787301171,-0.111352765,0.078876154,-0.166095775,0.323848083,0.155075775,-0.032418992,0.342570543
TRAPPC4,-0.216718533,-0.477596719,0.044159654,0.270677707,-0.052736682,0.594092096,-0.111736336,-0.317951191,0.094478519,0.134280702,-0.048321769,0.316883172
TRAPPC5,-0.154151698,-0.41468229,0.106378895,-0.096514233,-0.340223996,0.14719553,0.085945591,-0.113256792,0.285147973,0.081506365,-0.14145986,0.30447259
TRAPPC6A,-0.332166363,-0.489911266,-0.17442146,-0.188605006,-0.606133436,0.228923423,0.287562135,0.125011818,0.450112453,0.067846896,-0.159691086,0.295384877
TRAPPC6B,-0.143503061,-0.386291117,0.099284995,-0.134275347,-0.42892724,0.160376546,0.160760791,-0.063398464,0.384920045,0.020702545,-0.173811912,0.215217003
